,Study_ID,Study_Name,Location_ID,Location_Description,Instrument_ID,Field_Collection_Type,Field_Collector,Time_Zone,Field_Collection_Date,Field_Collection_Time,Field_Collection_Date_Time,Field_Collection_Comment,Matrix,Source,Z,Depth_Value_Units,Result_Parameter_Name,Result_Value,Result_Value_Units,Result_Data_Qualifier,Result_Method,Result_Method_Description,Result_Comment,Result_Data_Review_Status,Lat,Lon,Continuous_Result_System_ID,dtUTC,j,i,mod_dissolved_oxygen,k
70,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:13.9333333,2/21/2024 9:45:13 PM,,Water,Salt/Marine Water,17.5,m,Dissolved Oxygen,2.48900395345688,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500317,2024-02-21 21:45:13.933333,71,138,,-1
71,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:15.2933333,2/21/2024 9:45:15 PM,,Water,Salt/Marine Water,18.0,m,Dissolved Oxygen,2.49175795340538,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500318,2024-02-21 21:45:15.293333,71,138,,-1
72,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:16.6566667,2/21/2024 9:45:16 PM,,Water,Salt/Marine Water,18.5,m,Dissolved Oxygen,2.49512395334244,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500319,2024-02-21 21:45:16.656666,71,138,,-1
73,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:18.0166667,2/21/2024 9:45:18 PM,,Water,Salt/Marine Water,19.0,m,Dissolved Oxygen,2.47472395372391,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500320,2024-02-21 21:45:18.016666,71,138,,-1
74,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:19.3800000,2/21/2024 9:45:19 PM,,Water,Salt/Marine Water,19.5,m,Dissolved Oxygen,2.20646395874023,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500321,2024-02-21 21:45:19.380000,71,138,,-1
75,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:20.7400000,2/21/2024 9:45:20 PM,,Water,Salt/Marine Water,20.0,m,Dissolved Oxygen,1.98869396281242,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500322,2024-02-21 21:45:20.740000,71,138,,-1
76,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:22.1033333,2/21/2024 9:45:22 PM,,Water,Salt/Marine Water,20.5,m,Dissolved Oxygen,1.86731396508217,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500323,2024-02-21 21:45:22.103333,71,138,,-1
77,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:23.4633333,2/21/2024 9:45:23 PM,,Water,Salt/Marine Water,21.0,m,Dissolved Oxygen,1.6822859685421,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500324,2024-02-21 21:45:23.463333,71,138,,-1
78,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:24.8266667,2/21/2024 9:45:24 PM,,Water,Salt/Marine Water,21.5,m,Dissolved Oxygen,1.59221997022629,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500325,2024-02-21 21:45:24.826666,71,138,,-1
79,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:26:57,3/19/2024 8:26:57 PM,,Water,Salt/Marine Water,1.0,m,Dissolved Oxygen,11.279873789072,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420051,2024-03-19 20:26:57.000000,71,138,364.6553039550781,0
80,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:26:59.5700000,3/19/2024 8:26:59 PM,,Water,Salt/Marine Water,2.0,m,Dissolved Oxygen,10.6613458006382,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420052,2024-03-19 20:26:59.570000,71,138,376.86065673828125,1
81,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:00.8533333,3/19/2024 8:27:00 PM,,Water,Salt/Marine Water,2.5,m,Dissolved Oxygen,10.0803538115025,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420053,2024-03-19 20:27:00.853333,71,138,385.1102600097656,2
82,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:02.1366667,3/19/2024 8:27:02 PM,,Water,Salt/Marine Water,3.0,m,Dissolved Oxygen,9.74008181786537,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420054,2024-03-19 20:27:02.136666,71,138,385.1102600097656,2
83,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:03.4233333,3/19/2024 8:27:03 PM,,Water,Salt/Marine Water,3.5,m,Dissolved Oxygen,9.53271582174301,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420055,2024-03-19 20:27:03.423333,71,138,378.9422302246094,3
84,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:04.7066667,3/19/2024 8:27:04 PM,,Water,Salt/Marine Water,4.0,m,Dissolved Oxygen,9.05790583062172,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420056,2024-03-19 20:27:04.706666,71,138,378.9422302246094,3
85,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:05.9900000,3/19/2024 8:27:05 PM,,Water,Salt/Marine Water,4.5,m,Dissolved Oxygen,8.23853984594345,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420057,2024-03-19 20:27:05.990000,71,138,353.2403564453125,4
86,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:07.2766667,3/19/2024 8:27:07 PM,,Water,Salt/Marine Water,5.0,m,Dissolved Oxygen,7.7076298558712,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420058,2024-03-19 20:27:07.276666,71,138,353.2403564453125,4
87,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:08.5600000,3/19/2024 8:27:08 PM,,Water,Salt/Marine Water,5.5,m,Dissolved Oxygen,7.37602786207199,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420059,2024-03-19 20:27:08.560000,71,138,298.3534851074219,5
88,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:09.8433333,3/19/2024 8:27:09 PM,,Water,Salt/Marine Water,6.0,m,Dissolved Oxygen,7.02851386857033,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420060,2024-03-19 20:27:09.843333,71,138,298.3534851074219,5
89,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:11.1266667,3/19/2024 8:27:11 PM,,Water,Salt/Marine Water,6.5,m,Dissolved Oxygen,6.17416188454628,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420061,2024-03-19 20:27:11.126666,71,138,243.56134033203125,6
90,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:12.4133333,3/19/2024 8:27:12 PM,,Water,Salt/Marine Water,7.0,m,Dissolved Oxygen,5.84062189078331,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420062,2024-03-19 20:27:12.413333,71,138,243.56134033203125,6
91,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:13.6966667,3/19/2024 8:27:13 PM,,Water,Salt/Marine Water,7.5,m,Dissolved Oxygen,5.73586789274216,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420063,2024-03-19 20:27:13.696666,71,138,213.3085174560547,7
92,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:14.9800000,3/19/2024 8:27:14 PM,,Water,Salt/Marine Water,8.0,m,Dissolved Oxygen,5.87581189012527,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420064,2024-03-19 20:27:14.980000,71,138,213.3085174560547,7
93,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:16.2666667,3/19/2024 8:27:16 PM,,Water,Salt/Marine Water,8.5,m,Dissolved Oxygen,5.52054589676857,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420065,2024-03-19 20:27:16.266666,71,138,188.39138793945312,8
94,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:17.5500000,3/19/2024 8:27:17 PM,,Water,Salt/Marine Water,9.0,m,Dissolved Oxygen,4.6581359128952,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420066,2024-03-19 20:27:17.550000,71,138,188.39138793945312,8
95,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:18.8333333,3/19/2024 8:27:18 PM,,Water,Salt/Marine Water,9.5,m,Dissolved Oxygen,3.95688592600822,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420067,2024-03-19 20:27:18.833333,71,138,176.78683471679688,9
96,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:20.1166667,3/19/2024 8:27:20 PM,,Water,Salt/Marine Water,10.0,m,Dissolved Oxygen,3.56265593338013,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420068,2024-03-19 20:27:20.116666,71,138,176.78683471679688,9
97,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:21.4033333,3/19/2024 8:27:21 PM,,Water,Salt/Marine Water,10.5,m,Dissolved Oxygen,3.18576594042778,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420697,2024-03-19 20:27:21.403333,71,138,173.5912628173828,10
98,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:22.6866667,3/19/2024 8:27:22 PM,,Water,Salt/Marine Water,11.0,m,Dissolved Oxygen,2.75369394850731,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420698,2024-03-19 20:27:22.686666,71,138,173.5912628173828,10
99,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:23.9700000,3/19/2024 8:27:23 PM,,Water,Salt/Marine Water,11.5,m,Dissolved Oxygen,2.45840395402908,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420699,2024-03-19 20:27:23.970000,71,138,170.8463134765625,11
100,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:25.2566667,3/19/2024 8:27:25 PM,,Water,Salt/Marine Water,12.0,m,Dissolved Oxygen,2.5497959523201,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420700,2024-03-19 20:27:25.256666,71,138,170.8463134765625,11
101,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:26.5400000,3/19/2024 8:27:26 PM,,Water,Salt/Marine Water,12.5,m,Dissolved Oxygen,2.36180995583534,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420701,2024-03-19 20:27:26.540000,71,138,164.26434326171875,12
102,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:27.8233333,3/19/2024 8:27:27 PM,,Water,Salt/Marine Water,13.0,m,Dissolved Oxygen,2.1055859606266,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420702,2024-03-19 20:27:27.823333,71,138,164.26434326171875,12
103,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:29.1066667,3/19/2024 8:27:29 PM,,Water,Salt/Marine Water,13.5,m,Dissolved Oxygen,1.99695596265793,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420703,2024-03-19 20:27:29.106666,71,138,154.22666931152344,13
104,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:30.3933333,3/19/2024 8:27:30 PM,,Water,Salt/Marine Water,14.0,m,Dissolved Oxygen,1.93442996382713,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420704,2024-03-19 20:27:30.393333,71,138,154.22666931152344,13
105,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:31.6766667,3/19/2024 8:27:31 PM,,Water,Salt/Marine Water,14.5,m,Dissolved Oxygen,2.0181719622612,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420705,2024-03-19 20:27:31.676666,71,138,146.42018127441406,14
106,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:32.9600000,3/19/2024 8:27:32 PM,,Water,Salt/Marine Water,15.0,m,Dissolved Oxygen,2.20676995873451,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420706,2024-03-19 20:27:32.960000,71,138,146.42018127441406,14
107,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:34.2466667,3/19/2024 8:27:34 PM,,Water,Salt/Marine Water,15.5,m,Dissolved Oxygen,2.2263539583683,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420707,2024-03-19 20:27:34.246666,71,138,139.1344757080078,15
108,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:35.5300000,3/19/2024 8:27:35 PM,,Water,Salt/Marine Water,16.0,m,Dissolved Oxygen,2.06845796132088,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420708,2024-03-19 20:27:35.530000,71,138,139.1344757080078,15
109,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:36.8133333,3/19/2024 8:27:36 PM,,Water,Salt/Marine Water,16.5,m,Dissolved Oxygen,1.91566196417809,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420709,2024-03-19 20:27:36.813333,71,138,131.90863037109375,16
110,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,03/19/2024,20:27:38.0966667,3/19/2024 8:27:38 PM,,Water,Salt/Marine Water,17.0,m,Dissolved Oxygen,1.85915396523476,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242420710,2024-03-19 20:27:38.096666,71,138,131.90863037109375,16
